p_expressed	max_monomer_counts	max_mRNA_counts	cistron_idx	gene_name	cistron_name	protein_name
0.25	15	1	1703	EG11788	EG11788_RNA	FCL-MONOMER
0.25	80	1	1704	EG11789	EG11789_RNA	GDPMANMANHYDRO-MONOMER
0.25	234	1	1710	EG11795	EG11795_RNA	PD00339
0.25	22036	1	1712	EG11797	EG11797_RNA	TRANSALDOLA-MONOMER
0.5	1415	1	1725	EG11810	EG11810_RNA	GCVP-MONOMER
0.25	20	1	1727	EG11812	EG11812_RNA	EG11812-MONOMER
0.25	239	1	1728	EG11814	EG11814_RNA	TORA-MONOMER
0.5	457	2	1733	EG11820	EG11820_RNA	EG11820-MONOMER
0.5	198	1	1734	EG11821	EG11821_RNA	AMTB-MONOMER
0.5	255	1	1735	EG11822	EG11822_RNA	EG11822-MONOMER
0.5	129	1	1738	EG11825	EG11825_RNA	EG11825-MONOMER
0.5	143	1	1739	EG11826	EG11826_RNA	EG11826-MONOMER
0.75	73	1	1740	EG11827	EG11827_RNA	RIB5PISOMB-MONOMER
0.75	94	1	1741	EG11828	EG11828_RNA	EG11828-MONOMER
0.25	59	1	1744	EG11831	EG11831_RNA	EG11831-MONOMER
0.25	27	1	1749	EG11837	EG11837_RNA	EG11837-MONOMER
0.25	33	1	1750	EG11838	EG11838_RNA	EG11838-MONOMER
0.25	6	1	1751	EG11839	EG11839_RNA	EG11839-MONOMER
0.25	84	1	1755	EG11843	EG11843_RNA	EG11843-MONOMER
0.75	199	1	1759	EG11847	EG11847_RNA	EG11847-MONOMER
0.75	185	2	1760	EG11848	EG11848_RNA	EG11848-MONOMER
0.5	100	1	1766	EG11854	EG11854_RNA	EG11854-MONOMER
0.25	10	1	1776	EG11864	EG11864_RNA	FRVA-MONOMER
0.25	3	1	1780	EG11868	EG11868_RNA	RHAMNULOKIN-MONOMER
0.25	1199	1	1790	EG11879	EG11879_RNA	EG11879-MONOMER
0.75	17	1	1792	EG11881	EG11881_RNA	EG11881-MONOMER
0.5	373	2	1793	EG11882	EG11882_RNA	EG11882-MONOMER
0.5	99	2	1794	EG11883	EG11883_RNA	TEHA-MONOMER
0.5	73	1	1801	EG11890	EG11890_RNA	EG11890-MONOMER
0.5	555	1	1802	EG11891	EG11891_RNA	EG11891-MONOMER
0.25	3446	1	1803	EG11892	EG11892_RNA	EG11892-MONOMER
0.25	40	1	1811	EG11901	EG11901_RNA	EG11901-MONOMER
0.75	322	2	1821	EG11912	EG11912_RNA	EG11912-MONOMER
0.5	155	2	1827	EG11918	EG11918_RNA	EG11918-MONOMER
0.25	183	1	1828	EG11919	EG11919_RNA	EG11919-MONOMER
0.25	510	1	1831	EG11922	EG11922_RNA	EG11922-MONOMER
0.25	81	1	1840	EG11932	EG11932_RNA	EG11932-MONOMER
0.5	249	1	1841	EG11933	EG11933_RNA	EG11933-MONOMER
0.75	255	2	1844	EG11936	EG11936_RNA	EG11936-MONOMER
0.5	278	1	1845	EG11937	EG11937_RNA	EG11937-MONOMER
0.25	85	1	1847	EG11939	EG11939_RNA	EG11939-MONOMER
0.25	107	1	1848	EG11940	EG11940_RNA	YJCE-MONOMER
0.75	11	2	1849	EG11941	EG11941_RNA	EG11941-MONOMER
0.75	627	2	1850	EG11942	EG11942_RNA	YJCG-MONOMER
0.25	148	1	1861	EG11954	EG11954_RNA	EG11954-MONOMER
0.25	82	1	1873	EG11967	EG11967_RNA	EG11967-MONOMER
0.25	24	1	1874	EG11969	EG11969_RNA	EG11969-MONOMER
0.25	12	1	1876	EG11971	EG11971_RNA	NUPC-MONOMER
0.25	28	1	1877	EG11972	EG11972_RNA	EG11972-MONOMER
0.75	348	1	1894	EG11990	EG11990_RNA	EG11990-MONOMER
0.25	31	1	1901	EG12003	EG12003_RNA	EG12003-MONOMER
0.75	70	2	1903	EG12005	EG12005_RNA	EG12005-MONOMER
0.75	39	2	1904	EG12006	EG12006_RNA	EG12006-MONOMER
0.25	435	1	1906	EG12008	EG12008_RNA	EG12008-MONOMER
0.25	47	1	1907	EG12009	EG12009_RNA	YEHW-MONOMER
0.25	55	1	1908	EG12010	EG12010_RNA	YEHX-MONOMER
0.25	52	1	1909	EG12011	EG12011_RNA	YEHY-MONOMER
0.25	221	2	1912	EG12015	EG12015_RNA	EG12015-MONOMER
0.25	17	1	1914	EG12017	EG12017_RNA	EG12017-MONOMER
0.75	46	2	1915	EG12019	EG12019_RNA	EG12019-MONOMER
0.25	79	1	1916	EG12022	EG12022_RNA	EG12022-MONOMER
0.25	91	1	1917	EG12023	EG12023_RNA	EG12023-MONOMER
0.5	110	1	1920	EG12026	EG12026_RNA	EG12026-MONOMER
0.5	6	1	1925	EG12031	EG12031_RNA	EG12031-MONOMER
0.25	3460	1	1927	EG12033	EG12033_RNA	EG12033-MONOMER
0.75	25	1	1940	EG12049	EG12049_RNA	EG12049-MONOMER
0.75	73	1	1941	EG12052	EG12052_RNA	EG12052-MONOMER
0.75	12	1	1942	EG12053	EG12053_RNA	EG12053-MONOMER
0.75	718	1	1943	EG12054	EG12054_RNA	EG12054-MONOMER
0.75	111	1	1944	EG12055	EG12055_RNA	CCME-MONOMER
0.75	46	1	1945	EG12057	EG12057_RNA	CCMC-MONOMER
0.75	46	1	1946	EG12058	EG12058_RNA	CCMB-MONOMER
0.5	728	2	1976	EG12095	EG12095_RNA	SECG
0.75	1500	1	1983	EG12102	EG12102_RNA	FEOB-MONOMER
0.25	44	1	1985	EG12105	EG12105_RNA	EG12105-MONOMER
0.25	41	1	1986	EG12106	EG12106_RNA	EG12106-MONOMER
0.5	78	1	1987	EG12107	EG12107_RNA	EG12107-MONOMER
0.75	275	2	1999	EG12121	EG12121_RNA	EG12121-MONOMER
0.5	1556	1	2003	EG12125	EG12125_RNA	HISQ-MONOMER
0.5	112	1	2010	EG12133	EG12133_RNA	EG12133-MONOMER
0.5	36	2	2012	EG12136	EG12136_RNA	B2077-MONOMER
0.25	141	1	2015	EG12139	EG12139_RNA	EG12139-MONOMER
0.25	246	1	2025	EG12151	EG12151_RNA	DMBPPRIBOSYLTRANS-MONOMER
0.25	42	1	2026	EG12152	EG12152_RNA	GLUCONOKINI-MONOMER
0.25	96	1	2028	EG12154	EG12154_RNA	EG12154-MONOMER
0.5	55	1	2034	EG12165	EG12165_RNA	EG12165-MONOMER
0.75	96	2	2036	EG12167	EG12167_RNA	EG12167-MONOMER
0.75	53	1	2037	EG12168	EG12168_RNA	BRNQ-MONOMER
0.25	21	1	2038	EG12169	EG12169_RNA	EG12169-MONOMER
0.75	24	1	2045	EG12179	EG12179_RNA	EG12179-MONOMER
0.5	210	1	2050	EG12188	EG12188_RNA	EG12188-MONOMER
0.75	147	1	2051	EG12189	EG12189_RNA	COPROGENOXI-MONOMER
0.5	140	2	2052	EG12190	EG12190_RNA	EG12190-MONOMER
0.25	16	1	2056	EG12194	EG12194_RNA	EG12194-MONOMER
0.75	71	1	2059	EG12197	EG12197_RNA	EG12197-MONOMER
0.5	179	1	2060	EG12198	EG12198_RNA	EG12198-MONOMER
0.5	213	2	2061	EG12200	EG12200_RNA	EG12200-MONOMER
0.25	980	1	2073	EG12214	EG12214_RNA	EG12214-MONOMER
0.25	46	1	2075	EG12216	EG12216_RNA	EG12216-MONOMER
0.75	32	1	2076	EG12217	EG12217_RNA	EG12217-MONOMER
0.75	311	1	2083	EG12228	EG12228_RNA	MONOMER0-2489
0.5	6	1	2085	EG12230	EG12230_RNA	PITA-MONOMER
0.25	158	1	2086	EG12231	EG12231_RNA	EG12231-MONOMER
0.25	22	1	2089	EG12234	EG12234_RNA	EG12234-MONOMER
0.25	20	1	2090	EG12235	EG12235_RNA	EG12235-MONOMER
0.25	619	1	2091	EG12236	EG12236_RNA	ARSF-MONOMER
0.25	34	1	2092	EG12237	EG12237_RNA	EG12237-MONOMER
0.25	4	1	2093	EG12240	EG12240_RNA	EG12240-MONOMER
0.25	48	1	2095	EG12242	EG12242_RNA	EG12242-MONOMER
0.5	37	1	2098	EG12245	EG12245_RNA	TREHALACYTO-MONOMER
0.5	20	1	2099	EG12246	EG12246_RNA	EG12246-MONOMER
0.75	231	1	2106	EG12254	EG12254_RNA	EG12254-MONOMER
0.75	64	1	2111	EG12260	EG12260_RNA	EG12260-MONOMER
0.25	414	1	2120	EG12270	EG12270_RNA	EG12270-MONOMER
0.75	7	1	2126	EG12276	EG12276_RNA	XYLH-MONOMER
0.25	66	1	2137	EG12287	EG12287_RNA	EG12287-MONOMER
0.75	64	1	2151	EG12303	EG12303_RNA	EG12303-MONOMER
0.75	90	1	2152	EG12304	EG12304_RNA	SAPD-MONOMER
0.25	715	1	2153	EG12305	EG12305_RNA	SAPF-MONOMER
0.75	898	2	2155	EG12309	EG12309_RNA	EG12309-MONOMER
0.75	34	2	2166	EG12321	EG12321_RNA	YADH-MONOMER
0.5	3393	1	2167	EG12322	EG12322_RNA	AGAX-MONOMER
0.25	23	1	2172	EG12328	EG12328_RNA	EG12328-MONOMER
0.75	73	1	2178	EG12334	EG12334_RNA	EG12334-MONOMER
0.25	38	1	2180	EG12336	EG12336_RNA	EG12336-MONOMER
0.75	582	2	2181	EG12337	EG12337_RNA	EG12337-MONOMER
0.75	577	2	2182	EG12338	EG12338_RNA	EG12338-MONOMER
0.75	86	1	2185	EG12341	EG12341_RNA	EG12341-MONOMER
0.75	141	2	2187	EG12343	EG12343_RNA	YJJK-MONOMER
0.5	56	2	2191	EG12352	EG12352_RNA	EG12352-MONOMER
0.25	11	1	2193	EG12356	EG12356_RNA	EG12356-MONOMER
0.25	6	1	2197	EG12360	EG12360_RNA	EG12360-MONOMER
0.25	3	1	2205	EG12369	EG12369_RNA	YDJE-MONOMER
0.75	38	1	2217	EG12384	EG12384_RNA	EG12384-MONOMER
0.5	2013	1	2222	EG12391	EG12391_RNA	EG12391-MONOMER
0.25	6	1	2223	EG12392	EG12392_RNA	YCHM-MONOMER
0.75	126	2	2225	EG12394	EG12394_RNA	EG12394-MONOMER
0.75	39	1	2226	EG12395	EG12395_RNA	EG12395-MONOMER
0.25	276	1	2227	EG12396	EG12396_RNA	EG12396-MONOMER
0.5	32	1	2234	EG12404	EG12404_RNA	EG12404-MONOMER
0.5	46	1	2235	EG12405	EG12405_RNA	EG12405-MONOMER
0.25	167	1	2237	EG12407	EG12407_RNA	EG12407-MONOMER
0.5	451	1	2252	EG12429	EG12429_RNA	EG12429-MONOMER
0.5	899	2	2259	EG12438	EG12438_RNA	EG12438-MONOMER
0.75	14	2	2263	EG12443	EG12443_RNA	EG12443-MONOMER
0.5	98	1	2264	EG12444	EG12444_RNA	EG12444-MONOMER
0.75	530	2	2265	EG12445	EG12445_RNA	EG12445-MONOMER
0.25	102	1	2266	EG12446	EG12446_RNA	EG12446-MONOMER
0.75	54	2	2270	EG12454	EG12454_RNA	EG12454-MONOMER
0.25	13	1	2274	EG12469	EG12469_RNA	YJDL-MONOMER
0.25	147	1	2275	EG12475	EG12475_RNA	YJEM-MONOMER
0.25	80	1	2276	EG12494	EG12494_RNA	YJFT-MONOMER
0.5	571	2	2278	EG12504	EG12504_RNA	CYCA-MONOMER
0.5	222	2	2279	EG12517	EG12517_RNA	YTFQ-MONOMER
0.5	159	2	2280	EG12518	EG12518_RNA	YTFR-MONOMER
0.25	14	1	2283	EG12525	EG12525_RNA	MGTA-MONOMER
0.25	82	1	2284	EG12539	EG12539_RNA	YJGT-MONOMER
0.25	166	1	2285	EG12544	EG12544_RNA	YJHB-MONOMER
0.5	25	1	2286	EG12548	EG12548_RNA	YJHF-MONOMER
0.5	139	1	2287	EG12554	EG12554_RNA	SGCA-MONOMER
0.5	802	1	2288	EG12556	EG12556_RNA	SGCC-MONOMER
0.75	735	3	2291	EG12576	EG12576_RNA	YJIO-MONOMER
0.5	15	1	2297	EG12608	EG12608_RNA	CAIE-MONOMER
0.5	721	1	2300	EG12611	EG12611_RNA	EG12611-MONOMER
0.25	1099	1	2307	EG12628	EG12628_RNA	DPPF-MONOMER
0.25	20	1	2311	EG12633	EG12633_RNA	EG12633-MONOMER
0.25	26	1	2315	EG12658	EG12658_RNA	EG12658-MONOMER
0.75	648	4	2316	EG12661	EG12661_RNA	GLTJ-MONOMER
0.75	177	2	2323	EG12691	EG12691_RNA	EG12691-MONOMER
0.75	49	2	2324	EG12692	EG12692_RNA	EG12692-MONOMER
0.75	246	2	2330	EG12704	EG12704_RNA	EG12704-MONOMER
0.75	233	2	2333	EG12708	EG12708_RNA	EG12708-MONOMER
0.75	363	1	2336	EG12712	EG12712_RNA	EG12712-MONOMER
0.5	19	1	2342	EG12734	EG12734_RNA	ALTRODEHYDRAT-MONOMER
0.75	202	2	2355	EG12802	EG12802_RNA	YRBG-MONOMER
0.25	104	2	2362	EG12844	EG12844_RNA	EG12844-MONOMER
0.5	11	1	2363	EG12845	EG12845_RNA	EG12845-MONOMER
0.75	563	1	2371	EG12860	EG12860_RNA	EG12860-MONOMER
0.5	320	2	2372	EG12861	EG12861_RNA	EG12861-MONOMER
0.25	40	1	2376	EG12868	EG12868_RNA	EG12868-MONOMER
0.25	23	1	2380	EG12876	EG12876_RNA	EG12876-MONOMER
0.25	185	1	2392	EG13159	EG13159_RNA	XAPB-MONOMER
0.5	8	1	2394	EG13174	EG13174_RNA	B2775-MONOMER
0.5	694	1	2398	EG13238	EG13238_RNA	COBU-MONOMER
0.75	17943	1	2400	EG13283	EG13283_RNA	EMRY-MONOMER
0.5	410	1	2401	EG20044	EG20044_RNA	DCTA-MONOMER
0.5	67	1	2402	EG20049	EG20049_RNA	DEHYDDEOXPHOSGALACT-ALDOL-MONOMER
0.5	81	1	2403	EG20051	EG20051_RNA	DEHYDDEOXGALACTKIN-MONOMER
0.5	11	1	2404	EG20053	EG20053_RNA	YIDT-MONOMER
0.25	886	2	2409	EG20173	EG20173_RNA	PHOSACETYLTRANS-MONOMER
0.5	11	2	2412	EG20252	EG20252_RNA	XYLF-MONOMER
0.75	481	1	2419	EG50005	EG50005_RNA	DIHYDROPTERIREDUCT-MONOMER
0.75	180	1	2420	EG50006	EG50006_RNA	EUTB-MONOMER
0.25	330	1	2421	EG50007	EG50007_RNA	EUTC-MONOMER
0.5	196	1	2422	EG50009	EG50009_RNA	GLUTDECARBOXA-MONOMER
0.5	38	1	2424	EG50011	EG50011_RNA	H2PTEROATESYNTH-MONOMER
0.75	120	1	2426	G0-10261	G0-10261_RNA	MONOMER0-2141
0.75	195	3	2427	G0-10430	G0-10430_RNA	MONOMER0-4228
0.75	184	1	2428	G0-10432	G0-10432_RNA	MONOMER0-2654
0.5	23	1	2429	G0-10434	G0-10434_RNA	MONOMER0-2656
0.75	357	2	2430	G0-10435	G0-10435_RNA	MONOMER0-2657
0.25	13	1	2433	G0-10438	G0-10438_RNA	MONOMER0-2660
0.75	1018	2	2435	G0-10440	G0-10440_RNA	MONOMER0-2662
0.25	192	1	2437	G0-10443	G0-10443_RNA	MONOMER0-2665
0.75	686	3	2440	G0-10449	G0-10449_RNA	MONOMER0-2671
0.5	170	1	2443	G0-10452	G0-10452_RNA	MONOMER0-2674
0.75	422	2	2444	G0-10453	G0-10453_RNA	MONOMER0-2675
0.75	178	2	2449	G0-10459	G0-10459_RNA	MONOMER0-2681
0.75	86	1	2456	G0-10466	G0-10466_RNA	MONOMER0-2688
0.25	165	1	2458	G0-10468	G0-10468_RNA	MONOMER0-2690
0.25	100	1	2461	G0-10471	G0-10471_RNA	MONOMER0-2693
0.75	163	1	2462	G0-10472	G0-10472_RNA	MONOMER0-2694
0.75	228	2	2465	G0-10475	G0-10475_RNA	MONOMER0-2697
0.5	498	1	2468	G0-10513	G0-10513_RNA	MONOMER0-2886
0.25	459	1	2469	G0-10525	G0-10525_RNA	MONOMER0-2748
0.25	186	1	2471	G0-10529	G0-10529_RNA	MONOMER0-4246
0.5	554	2	2472	G0-10530	G0-10530_RNA	MONOMER0-4247
0.75	406	1	2474	G0-10535	G0-10535_RNA	MONOMER0-2755
0.75	163	1	2477	G0-10538	G0-10538_RNA	MONOMER0-4231
0.25	64	1	2478	G0-10539	G0-10539_RNA	MONOMER0-4229
0.75	192	1	2481	G0-10542	G0-10542_RNA	MONOMER0-4255
0.25	156	1	2482	G0-10543	G0-10543_RNA	MONOMER0-4256
0.25	112	1	2483	G0-10544	G0-10544_RNA	MONOMER0-4257
0.5	207	1	2484	G0-10545	G0-10545_RNA	MONOMER0-4258
0.5	199	2	2493	G0-10589	G0-10589_RNA	MONOMER0-2818
0.25	21	1	2497	G0-10594	G0-10594_RNA	MONOMER0-2822
0.25	223	1	2499	G0-10596	G0-10596_RNA	MONOMER0-2824
0.25	86	1	2502	G0-10605	G0-10605_RNA	MONOMER0-2827
0.25	20	1	2507	G0-10617	G0-10617_RNA	MONOMER0-2842
0.25	136	1	2514	G0-10634	G0-10634_RNA	MONOMER0-2860
0.75	9	1	2534	G0-10715	G0-10715_RNA	MONOMER0-4216
0.5	185	1	2565	G0-16736	G0-16736_RNA	MONOMER0-4418
0.75	61	1	2570	G0-16741	G0-16741_RNA	MONOMER0-4424
0.25	1285	1	2633	G0-41	G0-41_RNA	MONOMER0-1562
0.25	2650	1	2640	G0-9041	G0-9041_RNA	MONOMER0-921
0.25	50	1	2646	G0-9562	G0-9562_RNA	MONOMER0-1563
0.5	143	1	2647	G0-9563	G0-9563_RNA	MONOMER0-1564
0.75	1295	1	2659	G198	G198_RNA	HMP-KIN-MONOMER
0.75	64	1	2660	G2000	G2000_RNA	SAPC-MONOMER
0.75	79	1	2661	G2001	G2001_RNA	SAPB-MONOMER
0.5	4551	1	2665	G359	G359_RNA	FLGC-FLAGELLAR-MOTOR-ROD-PROTEIN
0.75	991	1	2679	G379	G379_RNA	G379-MONOMER
0.25	72	1	2682	G58	G58_RNA	MALTACETYLTRAN-MONOMER
0.75	195	3	2683	G592	G592_RNA	DLACTDEHYDROGNAD-MONOMER
0.25	71	1	2684	G6081	G6081_RNA	G6081-MONOMER
0.25	203	1	2688	G6086	G6086_RNA	G6086-MONOMER
0.75	221	1	2692	G6093	G6093_RNA	G6093-MONOMER
0.75	5891	1	2693	G6094	G6094_RNA	LDC2-MONOMER
0.5	281	2	2696	G6097	G6097_RNA	G6097-MONOMER
0.5	1541	1	2702	G6104	G6104_RNA	G6104-MONOMER
0.5	491	2	2709	G6111	G6111_RNA	G6111-MONOMER
0.75	319	3	2714	G6118	G6118_RNA	G6118-MONOMER
0.75	279	3	2715	G6120	G6120_RNA	G6120-MONOMER
0.75	312	3	2716	G6121	G6121_RNA	G6121-MONOMER
0.75	288	3	2717	G6122	G6122_RNA	G6122-MONOMER
0.75	297	3	2718	G6123	G6123_RNA	G6123-MONOMER
0.75	287	3	2719	G6124	G6124_RNA	G6124-MONOMER
0.5	119	1	2720	G6125	G6125_RNA	G6125-MONOMER
0.25	114	1	2721	G6126	G6126_RNA	G6126-MONOMER
0.25	103	1	2722	G6127	G6127_RNA	G6127-MONOMER
0.5	195	1	2723	G6128	G6128_RNA	G6128-MONOMER
0.25	139	1	2725	G6131	G6131_RNA	G6131-MONOMER
0.75	52	1	2727	G6134	G6134_RNA	G7769-MONOMER
0.75	15	1	2728	G6135	G6135_RNA	B0260-MONOMER
0.5	20	1	2731	G6139	G6139_RNA	G6139-MONOMER
0.5	9	1	2732	G6140	G6140_RNA	G6140-MONOMER
0.75	35	1	2735	G6143	G6143_RNA	G6143-MONOMER
0.75	445	1	2738	G6146	G6146_RNA	MONOMER0-4227
0.5	109	1	2739	G6147	G6147_RNA	G6147-MONOMER
0.75	310	1	2743	G6151	G6151_RNA	G6151-MONOMER
0.25	343	1	2744	G6152	G6152_RNA	G6152-MONOMER
0.25	264	1	2750	G6158	G6158_RNA	G6158-MONOMER
0.25	21	1	2751	G6159	G6159_RNA	G6159-MONOMER
0.25	16	1	2752	G6160	G6160_RNA	G6160-MONOMER
0.25	26	1	2753	G6161	G6161_RNA	G6161-MONOMER
0.25	45	1	2754	G6162	G6162_RNA	G6162-MONOMER
0.5	355	1	2755	G6163	G6163_RNA	G6163-MONOMER
0.5	112	1	2757	G6165	G6165_RNA	G6165-MONOMER
0.75	169	1	2758	G6166	G6166_RNA	G6166-MONOMER
0.5	85	1	2759	G6167	G6167_RNA	G6167-MONOMER
0.5	49	1	2760	G6168	G6168_RNA	G6534-MONOMER
0.25	9815	1	2761	G6169	G6169_RNA	G7126-MONOMER
0.25	84	1	2762	G6171	G6171_RNA	G6171-MONOMER
0.25	87	1	2763	G6173	G6173_RNA	G6173-MONOMER
0.25	124	1	2764	G6174	G6174_RNA	G6174-MONOMER
0.25	188	1	2765	G6175	G6175_RNA	G6175-MONOMER
0.25	189	1	2766	G6176	G6176_RNA	G6176-MONOMER
0.25	164	1	2767	G6177	G6177_RNA	G6177-MONOMER
0.25	70	1	2769	G6180	G6180_RNA	G6180-MONOMER
0.5	133	1	2775	G6186	G6186_RNA	G6186-MONOMER
0.5	113	1	2776	G6188	G6188_RNA	G6188-MONOMER
0.75	857	2	2777	G6189	G6189_RNA	G6189-MONOMER
0.25	65	1	2779	G6191	G6191_RNA	G6191-MONOMER
0.5	293	1	2791	G6207	G6207_RNA	G6207-MONOMER
0.5	110	1	2792	G6208	G6208_RNA	G6208-MONOMER
0.25	214	1	2803	G6224	G6224_RNA	MONOMER0-4242
0.75	117	1	2804	G6226	G6226_RNA	G6226-MONOMER
0.75	135	1	2805	G6227	G6227_RNA	G6227-MONOMER
0.75	305	1	2806	G6228	G6228_RNA	G6228-MONOMER
0.75	1303	2	2808	G6230	G6230_RNA	G6230-MONOMER
0.5	374	1	2817	G6242	G6242_RNA	G6242-MONOMER
0.5	97	1	2818	G6243	G6243_RNA	G6243-MONOMER
0.75	30	1	2820	G6245	G6245_RNA	G6245-MONOMER
0.75	239	1	2829	G6256	G6256_RNA	FSR-MONOMER
0.75	413	1	2835	G6263	G6263_RNA	G6263-MONOMER
0.75	339	1	2836	G6264	G6264_RNA	G6264-MONOMER
0.75	213	1	2837	G6265	G6265_RNA	G6265-MONOMER
0.75	74	1	2838	G6266	G6266_RNA	YBBL-MONOMER
0.25	136	1	2841	G6269	G6269_RNA	G6269-MONOMER
0.25	81	1	2843	G6273	G6273_RNA	G6273-MONOMER
0.25	37	1	2844	G6274	G6274_RNA	G6274-MONOMER
0.5	1083	2	2852	G6283	G6283_RNA	GLY3KIN-MONOMER
0.5	156	2	2853	G6284	G6284_RNA	G6284-MONOMER
0.5	185	2	2854	G6285	G6285_RNA	G6285-MONOMER
0.25	359	1	2859	G6290	G6290_RNA	G6290-MONOMER
0.25	359	1	2860	G6291	G6291_RNA	G6291-MONOMER
0.25	10	1	2862	G6293	G6293_RNA	G6293-MONOMER
0.25	525	1	2863	G6296	G6296_RNA	MONOMER0-4243
0.5	20	1	2867	G6302	G6302_RNA	G6302-MONOMER
0.5	28	1	2868	G6303	G6303_RNA	G6303-MONOMER
0.5	21	1	2869	G6304	G6304_RNA	G6304-MONOMER
0.5	22	1	2870	G6305	G6305_RNA	G6305-MONOMER
0.5	107	1	2880	G6315	G6315_RNA	G6315-MONOMER
0.75	294	1	2886	G6322	G6322_RNA	G6322-MONOMER
0.25	157	1	2887	G6323	G6323_RNA	G6323-MONOMER
0.75	399	2	2889	G6325	G6325_RNA	G6325-MONOMER
0.5	314	1	2890	G6326	G6326_RNA	G6326-MONOMER
0.75	135	1	2891	G6327	G6327_RNA	MONOMER0-4232
0.5	132	1	2892	G6329	G6329_RNA	G6329-MONOMER
0.25	51	1	2897	G6334	G6334_RNA	G6334-MONOMER
0.25	4	1	2906	G6344	G6344_RNA	CITC-MONOMER
0.25	162	1	2907	G6345	G6345_RNA	G6345-MONOMER
0.25	620	1	2911	G6350	G6350_RNA	NICONUCADENYLYLTRAN-MONOMER
0.25	49	1	2917	G6356	G6356_RNA	G6356-MONOMER
0.75	1064	2	2918	G6357	G6357_RNA	G6357-MONOMER
0.25	56	1	2927	G6370	G6370_RNA	G6370-MONOMER
0.75	144	1	2928	G6371	G6371_RNA	G6371-MONOMER
0.25	1358	1	2929	G6374	G6374_RNA	G6374-MONOMER
0.5	459	1	2935	G6383	G6383_RNA	G6383-MONOMER
0.75	212	1	2939	G6387	G6387_RNA	G6387-MONOMER
0.5	7	1	2940	G6393	G6393_RNA	B0752-MONOMER
0.25	115	1	2946	G6399	G6399_RNA	G6399-MONOMER
0.5	675	1	2947	G6400	G6400_RNA	B0770-MONOMER
0.5	208	1	2951	G6404	G6404_RNA	G6404-MONOMER
0.5	203	1	2952	G6405	G6405_RNA	G6405-MONOMER
0.5	236	1	2953	G6406	G6406_RNA	G6406-MONOMER
0.75	128	2	2954	G6407	G6407_RNA	G6407-MONOMER
0.5	56	1	2955	G6408	G6408_RNA	G6408-MONOMER
0.5	31	1	2956	G6409	G6409_RNA	YBHR-MONOMER
0.5	55	1	2957	G6410	G6410_RNA	YBHS-MONOMER
0.5	102	1	2958	G6411	G6411_RNA	YBHF-MONOMER
0.25	290	1	2961	G6414	G6414_RNA	G6414-MONOMER
0.25	97	1	2963	G6416	G6416_RNA	G6416-MONOMER
0.5	95	1	2969	G6423	G6423_RNA	G6423-MONOMER
0.25	43	1	2973	G6427	G6427_RNA	G6427-MONOMER
0.75	32	1	2978	G6432	G6432_RNA	YLID-MONOMER
0.75	76	1	2979	G6433	G6433_RNA	G6433-MONOMER
0.75	114	1	2981	G6435	G6435_RNA	G6435-MONOMER
0.25	34	1	2982	G6436	G6436_RNA	G6436-MONOMER
0.5	486	1	2987	G6441	G6441_RNA	G6441-MONOMER
0.5	230	1	2988	G6442	G6442_RNA	G6442-MONOMER
0.5	58	2	2993	G6447	G6447_RNA	G6447-MONOMER
0.5	131	2	2994	G6448	G6448_RNA	G6448-MONOMER
0.75	156	2	2998	G6452	G6452_RNA	G6452-MONOMER
0.75	240	1	3003	G6457	G6457_RNA	G6457-MONOMER
0.5	653	3	3005	G6459	G6459_RNA	G6459-MONOMER
0.5	30	1	3009	G6463	G6463_RNA	G6463-MONOMER
0.25	13	1	3012	G6466	G6466_RNA	YCAM
0.5	224	1	3014	G6468	G6468_RNA	G6468-MONOMER
0.5	343	1	3018	G6472	G6472_RNA	G6472-MONOMER
0.5	13	1	3025	G6479	G6479_RNA	MONOMER0-146
0.25	307	1	3026	G6480	G6480_RNA	G6480-MONOMER
0.25	289	1	3027	G6481	G6481_RNA	G6481-MONOMER
0.25	259	1	3028	G6482	G6482_RNA	G6482-MONOMER
0.25	270	1	3029	G6483	G6483_RNA	G6483-MONOMER
0.25	277	1	3030	G6484	G6484_RNA	G6484-MONOMER
0.5	975	1	3035	G6489	G6489_RNA	UUP-MONOMER
0.5	244	1	3036	G6490	G6490_RNA	G6490-MONOMER
0.75	405	1	3037	G6491	G6491_RNA	G6491-MONOMER
0.75	462	3	3039	G6493	G6493_RNA	G6493-MONOMER
0.75	169	2	3040	G6494	G6494_RNA	G6494-MONOMER
0.75	370	2	3041	G6495	G6495_RNA	G6495-MONOMER
0.5	1009	1	3043	G6497	G6497_RNA	METHGLYSYN-MONOMER
0.75	256	1	3047	G6501	G6501_RNA	G6501-MONOMER
0.5	290	1	3048	G6502	G6502_RNA	G6502-MONOMER
0.5	301	1	3049	G6503	G6503_RNA	G6503-MONOMER
0.5	108	1	3050	G6504	G6504_RNA	G6504-MONOMER
0.5	108	1	3051	G6505	G6505_RNA	G6505-MONOMER
0.5	114	1	3052	G6506	G6506_RNA	G6506-MONOMER
0.75	119	1	3053	G6507	G6507_RNA	G6507-MONOMER
0.75	460	1	3054	G6508	G6508_RNA	G6508-MONOMER
0.25	12088	1	3061	G6515	G6515_RNA	TORT-MONOMER
0.25	19	1	3062	G6517	G6517_RNA	B1006-MONOMER
0.25	45	1	3063	G6518	G6518_RNA	G6518-MONOMER
